Title,Release Year,Date added,Genre,Type,PG,Original,Rating,Platform
Thug Life,2017,2019,Comedy,Movie,TV-14,False,6.6,-
Wandering Stars,2019,2019,-,Movie,TV-MA,False,-,-
Why Me?,2015,2019,Drama,Movie,TV-MA,False,8.2,-
21 Sarfarosh: Saragarhi 1897,2018,2018,-,TV Show,TV-14,False,-,-
A Beautiful Life,2011,2018,Drama,Movie,TV-14,False,4.5,-
Accident,2009,2018,Drama,Movie,TV-MA,False,7.2,-
"Ayotzinapa, el paso de la tortuga",2018,2018,-,Movie,TV-14,False,-,-
Battle,2018,2018,"Crime,Drama,Thriller",Movie,TV-MA,True,10.0,-
Black Butler,2010,2018,-,TV Show,TV-14,False,-,Netflix
Blind Detective,2013,2018,-,Movie,TV-MA,False,-,-
Bobby Robson: More Than a Manager,2018,2018,"Documentary,Sport",Movie,TV-14,False,8.2,-
Break Up 100,2014,2018,-,Movie,TV-14,False,-,-
Chal Bhaag,2014,2018,Comedy,Movie,TV-14,False,4.4,-
Crossroads: One Two Jaga,2018,2018,-,Movie,TV-14,True,-,-
Don't Go Breaking My Heart,2011,2018,"Drama,Family,Romance",Movie,TV-PG,False,6.9,-
Don't Go Breaking My Heart 2,2014,2018,-,Movie,TV-14,False,-,-
Faraar,2015,2018,Action,Movie,TV-14,False,5.4,-
Haunted House,2017,2018,"Comedy,Horror,Mystery",TV Show,TV-Y7-FV,False,8.0,-
Helios,2015,2018,-,Movie,TV-MA,False,-,-
Hellboy,2004,2018,"Action,Adventure,Fantasy",Movie,PG-13,False,5.2,-
Line Walker,2016,2018,"Action,Thriller",Movie,TV-MA,False,7.4,-
Little Singham,2019,2018,-,TV Show,TV-Y7,False,-,-
Little Singham aur Kaal ka Mahajaal,2018,2018,-,Movie,TV-Y7-FV,False,-,-
Look for a Star,2009,2018,-,Movie,TV-PG,False,-,-
Man vs Wild with Sunny Leone,2018,2018,"Reality-TV,Talk-Show",TV Show,TV-PG,False,4.4,-
Oddbods: The Festive Menace,2018,2018,-,Movie,TV-Y,False,-,-
Once a Gangster,2010,2018,-,Movie,TV-MA,False,-,-
Power Paandi,2017,2018,"Action,Drama,Family",Movie,TV-14,False,7.6,-
Roll With Me,2017,2018,-,Movie,TV-MA,False,-,-
SDU: Sex Duties Unit,2013,2018,-,Movie,TV-MA,False,-,-
Set Off,2008,2018,-,Movie,TV-MA,False,-,-
Seven Pounds,2008,2018,Drama,Movie,PG-13,False,7.6,-
The Little Mermaid,2018,2018,Horror,Movie,PG,False,4.7,-
A StoryBots Christmas,2017,2017,"Family,Fantasy,Musical",Movie,TV-Y,False,5.7,-
Atomic Puppet,2016,2017,"Action,Animation,Comedy",TV Show,TV-Y7-FV,False,5.2,Netflix
Bhouri,2017,2017,Drama,Movie,TV-14,False,6.8,-
Cheapest Weddings,2016,2017,Reality-TV,TV Show,TV-14,False,5.9,-
Dhia Sofea,2015,2017,-,TV Show,TV-14,False,-,Netflix
Diana: In Her Own Words,2017,2017,Documentary,Movie,TV-PG,False,8.0,-
Dream Boat,2017,2017,Documentary,Movie,TV-MA,False,5.3,-
DreamWorks Home: For the Holidays,2017,2017,-,Movie,TV-Y7,False,-,-
Eh Janam Tumhare Lekhe,2015,2017,Biography,Movie,TV-14,False,8.7,-
Forbidden Games: The Justin Fashanu Story,2017,2017,Documentary,Movie,TV-14,False,6.5,-
Hisss,2010,2017,"Comedy,Drama,Horror",Movie,TV-MA,False,2.9,-
Kantaro: The Sweet Tooth Salaryman,2017,2017,-,TV Show,TV-PG,False,-,Netflix
Monster Island,2017,2017,"Adventure,Animation,Comedy",Movie,TV-Y7-FV,False,4.7,-
My Happy Family,2017,2017,-,Movie,TV-14,True,-,-
Oggy and the Cockroaches,2017,2017,-,TV Show,TV-Y7,False,-,Netflix
Padamu Aku Bersujud,2015,2017,-,TV Show,TV-PG,False,-,-
Playing for Time,1980,2017,"Drama,Music",Movie,TV-14,False,7.5,-
Prague,2013,2017,Drama,Movie,TV-MA,False,8.3,-
Sardaar ji,2015,2017,-,Movie,TV-14,False,-,-
Tezz,2012,2017,"Action,Crime,Drama",Movie,TV-MA,False,3.9,-
The Jaime Maussan Show,2010,2017,-,TV Show,TV-PG,False,-,Netflix
The Legend of 420,2017,2017,"Comedy,Documentary",Movie,TV-MA,False,6.7,-
The Worthy,2016,2017,"Action,Sci-Fi,Thriller",Movie,TV-MA,False,5.2,-
Voyeur,2017,2017,"Drama,Short",Movie,TV-MA,True,6.4,-
Zig & Sharko,2016,2017,"Action,Animation,Comedy",TV Show,TV-Y,False,6.7,-
#Rucker50,2016,2016,Documentary,Movie,TV-PG,False,5.4,-
1000 Rupee Note,2014,2016,-,Movie,NR,False,-,-
Across Grace Alley,2013,2016,"Drama,Music,Short",Movie,TV-PG,False,6.5,-
Asu Mare 2,2015,2016,-,Movie,NR,False,-,-
Back to 1989,2016,2016,Drama,TV Show,TV-14,False,8.4,Netflix
Bromance,2015,2016,"Comedy,Short",TV Show,TV-14,False,9.3,Netflix
Chill with Bob Ross,1994,2016,-,TV Show,TV-G,False,-,-
Gargantia on the Verdurous Planet,2013,2016,-,TV Show,,False,-,Netflix
Interrogation,2015,2016,Reality-TV,Movie,TV-MA,False,6.8,-
K,2012,2016,Drama,TV Show,TV-MA,False,6.1,-
Merlí,2015,2016,"Comedy,Drama,Romance",TV Show,TV-MA,False,8.6,Netflix
Natural Selection,2015,2016,"Crime,Drama,Thriller",Movie,R,False,7.1,-
Nura: Rise of the Yokai Clan: Demon Capital,2011,2016,Animation,TV Show,TV-MA,False,7.7,-
Rainbow Time,2016,2016,"Comedy,Drama",Movie,NR,False,5.9,-
Refresh Man,2016,2016,-,TV Show,TV-PG,False,-,Netflix
Richard Pryor: Live in Concert,1979,2016,"Comedy,Documentary",Movie,TV-MA,False,8.2,-
Tellur Aliens,2016,2016,"Adventure,Animation,Comedy",Movie,TV-Y7,False,4.4,-
The Irish Mob,2008,2016,Documentary,TV Show,TV-MA,False,7.0,Prime
The Violin Player,2016,2016,Drama,Movie,NR,False,6.9,-
Yo-Kai Watch: The Movie,2016,2016,-,Movie,TV-Y7,False,-,-
Atelier,2015,2015,"Drama,Mystery,Short",TV Show,TV-PG,False,6.3,Netflix
My Little Pony Equestria Girls: Friendship Games,2015,2015,-,Movie,TV-Y,False,-,-
Tyke Elephant Outlaw,2015,2015,Documentary,Movie,TV-14,False,7.4,-
Kung Fu Panda: Holiday,2010,2012,-,Movie,TV-PG,False,-,-
Colin Quinn: Red State Blue State,2019,2019,Comedy,Movie,TV-14,False,7.6,-
Jaoon Kahan Bata Ae Dil,2018,2019,-,Movie,TV-MA,True,-,-
Rocko's Modern Life: Static Cling,2019,2019,"Action,Adventure,Animation",Movie,TV-Y7,True,7.1,-
Sintonia,2019,2019,"Crime,Drama",TV Show,TV-MA,True,6.7,Netflix
The Family,2019,2019,"Comedy,Drama",TV Show,TV-14,True,7.2,Netflix
The InBESTigators,2019,2019,"Comedy,Crime,Family",TV Show,TV-G,False,7.4,Netflix
Tiny House Nation,2019,2019,Reality-TV,TV Show,TV-PG,False,7.4,Netflix
Westside vs. the World,2019,2019,-,Movie,TV-MA,False,-,-
Perdida,2018,2018,"Crime,Drama,Mystery",Movie,TV-MA,True,5.5,-
The Most Unknown,2018,2018,Documentary,Movie,TV-PG,False,6.6,-
Black Site Delta,2017,2017,Action,Movie,TV-MA,False,3.8,-
Bad Guys,2014,2019,Reality-TV,TV Show,TV-MA,False,7.3,Netflix
Dollar,2019,2019,"Action,Drama,Romance",TV Show,TV-MA,False,6.7,-
Judy Moody and the Not Bummer Summer,2011,2019,"Comedy,Family",Movie,PG,False,4.2,-
Let's Eat 2,2015,2019,-,TV Show,TV-14,False,-,-
Let’s Eat,2013,2019,-,TV Show,TV-14,False,-,-
Misaeng,2014,2019,Drama,TV Show,TV-14,False,8.6,-
Oh My Ghost,2015,2019,Comedy,TV Show,TV-14,False,7.0,Netflix
Reply 1994,2014,2019,-,TV Show,TV-14,False,-,Netflix
Reply 1997,2012,2019,-,TV Show,TV-14,False,-,Netflix
Roll Red Roll,2018,2019,"Crime,Documentary",Movie,TV-MA,False,7.1,-
St. Agatha,2018,2019,"Horror,Thriller",Movie,TV-MA,False,5.1,-
The Naked Director,2019,2019,"Biography,Drama",TV Show,TV-MA,True,7.9,-
Wu Assassins,2019,2019,"Action,Crime,Drama",TV Show,TV-MA,True,6.5,Netflix
Enemigo íntimo,2018,2018,-,TV Show,TV-MA,False,-,Netflix
Pretty Man,2018,2018,Comedy,TV Show,TV-14,False,7.8,-
Denis Leary: No Cure For Cancer,1992,2017,-,Movie,R,False,-,-
Badla,2019,2019,"Crime,Drama,Mystery",Movie,TV-14,False,7.9,-
The Pursuit,2019,2019,Documentary,Movie,TV-14,False,5.8,-
Theo Von: No Offense,2016,2019,"Comedy,Documentary",Movie,TV-MA,False,5.6,-
Baahubali 2: The Conclusion (Hindi Version),2017,2017,-,Movie,TV-MA,False,-,-
Baahubali 2: The Conclusion (Malayalam Version),2017,2017,-,Movie,TV-MA,False,-,-
Baahubali 2: The Conclusion (Tamil Version),2017,2017,-,Movie,TV-MA,False,-,-
Baahubali: The Beginning (Hindi Version),2015,2017,-,Movie,TV-14,False,-,-
Baahubali: The Beginning (Malayalam Version),2015,2017,-,Movie,TV-14,False,-,-
Baahubali: The Beginning (Tamil Version),2015,2017,-,Movie,TV-14,False,-,-
Mission: Destroy Love,2014,2017,-,Movie,TV-14,False,-,-
The Black Room,2016,2017,"Sci-Fi,Short",Movie,TV-MA,False,8.0,-
Crazy Beautiful You,2015,2019,"Comedy,Drama,Romance",Movie,TV-PG,False,7.2,-
I'm Brent Morin,2015,2019,-,Movie,TV-MA,False,-,-
Jim Jefferies : BARE,2014,2019,-,Movie,NR,False,-,-
Professor Mack,2018,2019,"Comedy,Romance",Movie,TV-MA,False,4.1,-
Screwball,2018,2019,Documentary,Movie,TV-MA,False,7.2,-
Sebastian Maniscalco: Why Would You Do That,2016,2019,-,Movie,TV-MA,False,-,-
Jake's Buccaneer Blast,2014,2017,Animation,Movie,TV-Y,False,5.4,-
LEGO Marvel Super Heroes: Avengers Reassembled!,2015,2017,-,Movie,TV-Y7,False,-,-
Alarmoty in the Land of Fire,2017,2019,-,Movie,TV-14,False,-,-
Detention Letter,2017,2019,-,Movie,TV-14,False,-,-
Enter the Anime,2019,2019,Documentary,Movie,TV-MA,True,2.7,-
No One Will Ever Know,2017,2019,-,Movie,TV-MA,False,-,-
On Children,2018,2018,"Drama,Family,Sci-Fi",TV Show,TV-14,False,7.2,Netflix
Enter the Warriors Gate,2016,2017,-,Movie,PG-13,False,-,-
Lady Bloodfight,2016,2017,"Action,Crime,Drama",Movie,R,False,5.6,-
Operation Mekong,2016,2017,-,Movie,TV-MA,False,-,-
Sky on Fire,2016,2017,"Crime,Drama,Mystery",Movie,TV-MA,False,8.1,-
David Cross: Making America Great Again!,2016,2016,-,Movie,TV-MA,False,-,-
The Little Prince,2016,2016,"Drama,Horror,Sci-Fi",Movie,PG,True,6.7,-
Yellowbird,2014,2015,-,Movie,PG,False,-,-
2 States,2014,2018,"Comedy,Drama,Romance",Movie,TV-PG,False,6.9,-
Baaghi,2016,2018,"Biography,Drama,Mystery",Movie,TV-14,False,8.0,-
Brij Mohan Amar Rahe,2018,2018,"Comedy,Crime,Drama",Movie,TV-MA,True,7.0,-
Flavors of Youth: International Version,2018,2018,-,Movie,TV-PG,True,-,-
Alan Saldaña: Mi vida de pobre,2017,2017,Comedy,Movie,TV-MA,False,6.3,-
Dino Hunt,2016,2017,-,TV Show,TV-G,False,-,-
Icarus,2017,2017,"Horror,Sci-Fi",Movie,TV-MA,True,7.1,-
Message from the King,2017,2017,"Action,Thriller",Movie,TV-MA,True,6.4,-
Wet Hot American Summer: Ten Years Later,2017,2017,Comedy,TV Show,TV-MA,True,6.9,-
Luo Bao Bei,2018,2019,Animation,TV Show,TV-Y,False,6.9,Netflix
Cathedral of the Sea,2017,2018,-,TV Show,TV-MA,False,-,Netflix
Chennai Express,2013,2018,"Action,Comedy",Movie,TV-14,False,6.0,-
Inside the Criminal Mind,2018,2018,"Crime,Documentary",TV Show,TV-MA,False,5.3,Netflix
"Justice, My Foot!",1992,2018,-,Movie,TV-14,False,-,-
Paradise PD,2018,2018,"Animation,Comedy,Crime",TV Show,TV-MA,True,7.0,Netflix
Prince Charming,1984,2018,"Animation,Comedy,Family",Movie,TV-PG,False,6.7,-
The Laws of Thermodynamics,2018,2018,-,Movie,TV-MA,True,-,-
Undercover Law,2017,2018,-,TV Show,TV-MA,False,-,-
Yeh Meri Family,2018,2018,"Comedy,Drama,Family",TV Show,TV-PG,False,9.3,Netflix
The Eichmann Show,2015,2017,"Drama,History",Movie,TV-MA,False,6.5,-
Back to School,2019,2019,Comedy,Movie,TV-MA,True,8.0,-
CAROLE & TUESDAY,2019,2019,-,TV Show,TV-MA,False,-,-
Feo pero sabroso,2018,2019,-,Movie,TV-MA,False,-,-
Mi amigo Alexis,2019,2019,-,Movie,TV-PG,False,-,-
Styling Hollywood,2019,2019,Reality-TV,TV Show,TV-14,True,6.6,Netflix
The A List,2018,2019,"Crime,Drama,Mystery",TV Show,TV-PG,False,5.2,Netflix
The Dark Crystal: Age of Resistance,2019,2019,"Adventure,Drama,Family",TV Show,TV-PG,True,8.6,Netflix
The Good Bandit,2018,2019,-,TV Show,TV-MA,False,-,Netflix
Unbridled,2018,2019,Drama,Movie,TV-MA,False,6.6,-
The Surrounding Game,2018,2018,"Documentary,Drama,History",Movie,TV-14,False,6.6,-
Misfit,2017,2019,Comedy,Movie,TV-14,False,3.8,-
Cocaine Coast,2018,2018,-,TV Show,TV-MA,False,-,-
I AM A KILLER,2018,2018,-,TV Show,TV-MA,False,-,-
Like Father,2018,2018,"Comedy,Drama",Movie,TV-MA,True,6.1,-
Marching Orders,2018,2018,Documentary,TV Show,TV-14,True,6.0,Netflix
The Invisible Guardian,2017,2017,-,Movie,TV-MA,False,-,-
Expo,2019,2019,"Action,Crime,Drama",Movie,TV-14,False,2.5,-
Falling Inn Love,2019,2019,"Comedy,Romance",Movie,TV-PG,True,5.6,-
Kardec,2019,2019,Biography,Movie,TV-14,True,6.2,-
Starred Up,2013,2019,"Crime,Drama",Movie,TV-MA,False,7.4,-
Be-Be-Bears,2018,2018,-,TV Show,TV-Y,False,-,-
Inequality for All,2013,2018,Documentary,Movie,PG,False,8.0,-
Bring It On: Worldwide Showdown,2017,2017,-,Movie,PG-13,False,-,-
Ryan Hamilton: Happy Face,2017,2017,"Comedy,Documentary",Movie,TV-14,False,7.2,-
Travis Scott: Look Mom I Can Fly,2019,2019,"Documentary,Music",Movie,TV-MA,True,6.3,-
Conjuring Spirit,2014,2018,-,Movie,TV-MA,False,-,-
Naam Shabana,2017,2018,"Action,Thriller",Movie,TV-14,False,6.3,-
Qarib Qarib Singlle,2017,2018,"Comedy,Romance",Movie,TV-14,False,7.0,-
Spyder,2017,2018,"Action,Thriller",Movie,TV-14,False,6.7,-
3 Generations,2015,2017,Drama,Movie,PG-13,False,5.9,-
A Leaf of Faith,2018,2018,Documentary,Movie,TV-MA,False,7.3,-
Chicken Soup for the Soul's Being Dad,2018,2018,-,TV Show,TV-14,False,-,-
Menorca,2016,2017,Drama,Movie,TV-MA,False,4.3,-
Dave Chappelle: Sticks & Stones,2019,2019,Comedy,Movie,TV-MA,False,8.5,-
May We Chat,2014,2018,-,Movie,NR,False,-,-
Buster's Mal Heart,2016,2017,"Drama,Mystery,Thriller",Movie,TV-MA,False,6.1,-
Madre,2016,2017,"Drama,Thriller",Movie,TV-MA,False,7.0,-
Blue Is the Warmest Color,2013,2016,-,Movie,NC-17,False,-,-
Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,2016,2016,-,Movie,TV-14,False,-,-
XOXO,2016,2016,"Romance,Short",Movie,TV-MA,True,9.0,-
One Last Thing,2018,2019,Drama,Movie,TV-MA,False,6.2,-
Hank: Five Years from the Brink,2013,2018,-,Movie,TV-MA,False,-,-
Head On,1998,2018,Drama,Movie,TV-MA,False,6.8,-
InuYasha the Movie: Affections Touching Across Time,2001,2018,-,Movie,TV-MA,False,-,-
Maria Bamford: The Special Special Special,2012,2018,-,Movie,TV-MA,False,-,-
Nymphomaniac: Volume II,2013,2018,-,Movie,TV-MA,False,-,-
"Behind ""The Cove"": The Quiet Japanese Speak Out",2015,2017,-,Movie,TV-14,False,-,-
Berlin Syndrome,2017,2017,"Drama,Horror,Mystery",Movie,R,False,6.3,-
Death Note,2017,2017,"Comedy,Talk-Show",Movie,TV-MA,True,4.2,Netflix
Pekak,2016,2017,Drama,Movie,TV-MA,False,6.4,-
Abzurdah,2015,2016,"Biography,Drama,Romance",Movie,TV-MA,False,5.4,-
Jonathan Strange & Mr Norrell,2015,2016,"Fantasy,History,Sci-Fi",TV Show,TV-14,False,8.2,Netflix
Drink Drank Drunk,2016,2019,Comedy,Movie,TV-MA,False,4.0,-
Fanatic,2019,2019,Thriller,Movie,TV-14,False,3.0,-
Bert Kreischer: Secret Time,2018,2018,"Comedy,Documentary",Movie,TV-MA,False,7.3,-
El Cartel,2008,2018,-,TV Show,TV-MA,False,-,Netflix
El Cartel 2,2010,2018,-,TV Show,TV-MA,False,-,Netflix
GHOUL,2018,2018,-,TV Show,TV-MA,False,-,Netflix
One Last Shot,1998,2018,"Action,Crime,Drama",Movie,TV-MA,False,9.4,-
Take My Brother Away,2018,2018,Drama,TV Show,TV-14,False,7.9,Netflix
The After Party,2018,2018,"Horror,Mystery,Short",Movie,TV-MA,True,7.3,-
The Drunk and on Drugs Happy Funtime Hour,2011,2018,Comedy,TV Show,TV-MA,False,5.0,-
The Innocents,2018,2018,"Action,Comedy,Crime",TV Show,TV-MA,True,8.4,Netflix
The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,2017,2018,-,Movie,TV-PG,False,-,-
Kaake Da Viyah,2019,2019,Comedy,Movie,TV-PG,False,5.4,-
Marriage Palace,2018,2019,Comedy,Movie,TV-14,False,6.8,-
Mayday Life,2019,2019,Music,Movie,TV-PG,False,7.8,-
Rust Valley Restorers,2019,2019,Documentary,TV Show,TV-14,False,7.6,Netflix
Saavat,2019,2019,-,Movie,TV-14,False,-,-
The Congress,2013,2019,"Animation,Drama,Sci-Fi",Movie,TV-MA,False,6.5,-
Deadwind,2018,2018,-,TV Show,TV-MA,False,-,Netflix
Elephants Dream 4 Hour,2006,2018,-,Movie,TV-MA,False,-,-
The Lodgers,2017,2018,"Drama,Horror,Romance",Movie,R,False,5.1,-
Feel Rich,2017,2017,-,Movie,TV-MA,False,-,-
Love Alarm,2019,2019,-,TV Show,TV-MA,True,-,Netflix
Lynne Koplitz: Hormonal Beast,2017,2017,Comedy,Movie,TV-MA,False,6.2,-
Sadie's Last Days on Earth,2016,2017,Comedy,Movie,TV-14,False,5.2,-
American Factory,2019,2019,Documentary,Movie,TV-14,True,7.6,-
Game Over (Hindi Version),2019,2019,-,Movie,TV-MA,False,-,-
Game Over (Tamil Version),2019,2019,-,Movie,TV-MA,False,-,-
Game Over (Telugu Version),2019,2019,-,Movie,TV-MA,False,-,-
Hyperdrive,2019,2019,Reality-TV,TV Show,TV-PG,True,8.1,Netflix
The Girl Allergic to Wi-Fi,2018,2019,-,Movie,TV-MA,False,-,-
Bareilly Ki Barfi,2017,2018,"Comedy,Romance",Movie,TV-PG,False,7.5,-
Mersal,2017,2018,"Action,Thriller",Movie,TV-14,False,7.7,-
Mom,2017,2018,Comedy,Movie,TV-MA,False,8.0,Hulu
Pad Man,2018,2018,-,Movie,PG-13,False,-,-
Toilet: Ek Prem Katha,2017,2018,-,Movie,TV-14,False,-,-
Bad Rap,2016,2017,"Documentary,Music",Movie,TV-MA,False,6.3,-
Hati Perempuan,2015,2017,-,TV Show,TV-PG,False,-,-
KL Zombi,2013,2017,"Comedy,Horror",Movie,TV-MA,False,4.5,-
Rembat,2015,2017,Comedy,Movie,TV-14,False,4.8,-
Unacknowledged,2017,2017,Documentary,Movie,TV-MA,False,7.1,-
Gangs of New York,2002,2019,History,Movie,R,False,7.4,-
Our Planet - Behind The Scenes,2019,2019,-,Movie,TV-G,False,-,-
Simon Amstell: Set Free,2019,2019,Comedy,Movie,TV-MA,False,6.3,-
Leo & Tig,2017,2018,"Adventure,Animation,Comedy",TV Show,TV-Y7,False,7.8,Netflix
Camera Store,2016,2017,Drama,Movie,TV-MA,False,5.7,-
Dhanak,2015,2016,Drama,Movie,TV-PG,False,8.0,-
Basketball or Nothing,2019,2019,"Documentary,Sport",TV Show,TV-PG,True,7.5,Netflix
Care Bears: Welcome to Care-a-Lot,2012,2019,"Animation,Family",TV Show,TV-Y,False,5.4,Netflix
For Greater Glory,2012,2019,-,Movie,R,False,-,-
Léa & I,2019,2019,Documentary,Movie,TV-MA,False,6.2,-
Now and Then,1995,2019,Comedy,Movie,PG-13,False,7.6,-
Otherhood,2019,2019,Comedy,Movie,R,True,6.0,-
Uriyadi 2,2019,2019,"Action,Thriller",Movie,TV-MA,False,7.3,-
7 Khoon Maaf,2011,2018,"Drama,Mystery,Thriller",Movie,TV-MA,False,6.1,-
Chillar Party,2011,2018,"Comedy,Drama,Family",Movie,TV-PG,False,7.4,-
Concussion,2013,2018,"Biography,Drama,Sport",Movie,R,False,7.1,-
Emelie,2016,2018,"Horror,Thriller",Movie,TV-MA,False,5.4,-
Fashion,2008,2018,"Comedy,Reality-TV",Movie,TV-MA,False,7.2,-
Fitoor,2016,2018,"Drama,Romance",Movie,TV-14,False,5.4,-
Fiza,2000,2018,"Action,Crime,Drama",Movie,TV-14,False,6.1,-
Forever Chape,2018,2018,-,Movie,TV-14,False,-,-
Guzaarish,2010,2018,Drama,Movie,TV-14,False,7.4,-
Haider,2014,2018,"Action,Crime,Drama",Movie,TV-MA,False,8.1,-
Highway,2014,2018,"Horror,Mystery,Sci-Fi",Movie,TV-14,False,6.4,-
I Hate Luv Storys,2010,2018,"Comedy,Drama,Romance",Movie,TV-14,False,5.6,-
Joker,2012,2018,"Crime,Drama,Thriller",Movie,TV-PG,False,8.8,-
Khosla Ka Ghosla,2006,2018,-,Movie,TV-14,False,-,-
Main aurr Mrs. Khanna,2009,2018,-,Movie,TV-PG,False,-,-
Mohenjo Daro,2016,2018,"Action,Adventure,Drama",Movie,TV-14,False,5.7,-
On the Wrong Track,1983,2018,-,Movie,TV-14,False,-,-
Raajneeti,2010,2018,"Drama,Thriller",Movie,TV-MA,False,7.1,-
Rang De Basanti,2006,2018,"Comedy,Drama",Movie,TV-MA,False,8.2,-
Rowdy Rathore,2012,2018,Action,Movie,TV-MA,False,5.7,-
Tamasha,2015,2018,"Comedy,Romance",Movie,TV-PG,False,7.9,-
Tees Maar Khan,2010,2018,"Comedy,Crime",Movie,TV-PG,False,2.5,-
Tere Naal Love Ho Gaya,2012,2018,"Comedy,Drama,Romance",Movie,TV-PG,False,5.8,-
Thank You,2011,2018,Comedy,Movie,TV-14,False,8.4,-
The Blue Umbrella,2005,2018,"Animation,Family,Fantasy",Movie,TV-PG,False,7.6,-
Lavell Crawford: Can a Brother Get Some Love?,2011,2016,-,Movie,NR,False,-,-
Attitude Test,2016,2018,-,Movie,TV-14,False,-,-
Barrio Universitario,2013,2018,"Comedy,Romance",Movie,TV-14,False,3.5,-
Héroes,2015,2018,"Animation,Comedy,Short",Movie,TV-MA,False,6.0,-
Hide and Seek,2016,2017,"Biography,History,Mystery",Movie,TV-14,False,8.8,-
Railroad Tigers,2016,2017,-,Movie,TV-14,False,-,-
Fearless,2016,2016,"Crime,Drama,Mystery",TV Show,TV-14,True,7.6,Netflix
I'll Sleep When I'm Dead,2016,2016,Documentary,Movie,TV-MA,True,8.7,-
Alejandro Sanz: What I Was Is What I Am,2018,2018,-,Movie,TV-14,False,-,-
Peter Rabbit,2018,2018,"Adventure,Animation,Comedy",Movie,PG,False,6.5,-
Save Our Shelter,2015,2018,Family,TV Show,TV-G,False,7.5,-
Marvel's The Defenders,2017,2017,-,TV Show,TV-MA,False,-,Netflix
Undefeated,2011,2017,"Comedy,Drama",Movie,PG-13,False,8.6,-
What Happened to Monday,2017,2017,"Action,Crime,Drama",Movie,TV-MA,True,6.9,-
Magic for Humans,2018,2018,Comedy,TV Show,TV-14,True,7.1,Netflix
Party Monster: Scratching the Surface,2018,2018,\N,Movie,TV-14,False,7.1,-
Same Kind of Different as Me,2017,2018,"Biography,Drama",Movie,PG-13,False,6.6,-
Stay Here,2018,2018,Reality-TV,TV Show,TV-PG,True,7.6,Netflix
The Motive,2017,2018,"Crime,Drama",Movie,TV-MA,True,7.3,-
To All the Boys I’ve Loved Before,2018,2018,-,Movie,TV-14,False,-,-
Ultraviolet,2017,2018,Short,TV Show,TV-MA,False,6.6,Netflix
Yoo Byung Jae: Discomfort Zone,2018,2018,-,Movie,TV-MA,False,-,-
Cop and a Half: New Recruit,2017,2017,"Action,Adventure,Comedy",Movie,PG,False,5.3,-
DreamWorks Shrek's Swamp Stories,2008,2012,"Animation,Comedy,Family",TV Show,TV-PG,False,7.0,-
45 rpm,2019,2019,-,TV Show,TV-MA,False,-,-
Apache: The Life of Carlos Tevez,2019,2019,-,TV Show,TV-MA,False,-,-
Better Than Us,2019,2019,-,TV Show,TV-MA,False,-,Netflix
Blue Exorcist,2011,2019,-,TV Show,TV-14,False,-,Netflix
Diagnosis,2019,2019,"Documentary,Drama",TV Show,TV-14,True,7.4,Netflix
For Love or Money,2019,2019,"Crime,Drama,Sci-Fi",Movie,TV-MA,False,7.8,-
Green Frontier,2019,2019,-,TV Show,TV-MA,True,-,Netflix
Invader Zim: Enter the Florpus,2019,2019,-,Movie,TV-Y7-FV,True,-,-
Selfless,2015,2019,"Drama,Sci-Fi,Short",Movie,PG-13,False,8.0,-
Sextuplets,2019,2019,Comedy,Movie,TV-14,True,4.4,-
Super Monsters Back to School,2019,2019,Animation,Movie,TV-Y,False,7.2,-
The King's Avatar,2019,2019,"Action,Adventure,Fantasy",TV Show,TV-14,False,8.2,-
The Little Switzerland,2019,2019,-,Movie,TV-MA,True,-,-
Victim Number 8,2018,2019,"Short,Thriller",TV Show,TV-MA,False,7.8,Netflix
Bhavesh Joshi Superhero,2018,2018,"Action,Drama",Movie,TV-14,False,7.6,-
Casino Tycoon 2,1992,2018,-,Movie,TV-MA,False,-,-
Disciples Of The 36th Chamber,1985,2018,-,Movie,NR,False,-,-
Legendary Weapons of China,1982,2018,-,Movie,TV-14,False,-,-
Lifeline,1997,2018,"Drama,Family,Short",Movie,TV-14,False,9.6,-
"Look Out, Officer",1990,2018,-,Movie,TV-MA,False,-,-
Love on Delivery,1994,2018,-,Movie,TV-14,False,-,-
Loving You,1995,2018,"Comedy,Drama,Romance",Movie,TV-14,False,4.8,-
Mahjong Heroes,1981,2018,-,Movie,TV-PG,False,-,-
Martial Arts of Shaolin,1986,2018,-,Movie,TV-MA,False,-,-
Mr. Virgin,1984,2018,-,Movie,TV-14,False,-,-
"My Schoolmate, the Barbarian",2001,2018,-,Movie,TV-MA,False,-,-
Oh My Ghost 3,2012,2018,-,Movie,TV-MA,False,-,-
Opium and the Kung Fu Master,1984,2018,-,Movie,TV-MA,False,-,-
Painted Faces,1988,2018,Short,Movie,TV-PG,False,6.1,-
Return To The 36th Chamber,1980,2018,-,Movie,R,False,-,-
Shark Busters,2002,2018,-,Movie,TV-14,False,-,-
Sword Masters: Two Champions of Shaolin,1980,2018,-,Movie,R,False,-,-
The Bare-Footed Kid,1993,2018,-,Movie,TV-MA,False,-,-
The Mad Monk,1993,2018,-,Movie,TV-14,False,-,-
The Young Vagabond,1985,2018,-,Movie,TV-14,False,-,-
Wish I Was Here,2014,2018,"Comedy,Drama",Movie,R,False,6.7,-
